,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
129,Marquese Chriss,PF,22,GSW,59,21,20.3,3.6,6.5,.545,0.1,0.7,.205,3.4,5.9,.584,.556,2.0,2.6,.769,1.9,4.3,6.2,1.9,0.7,1.1,1.3,2.1,9.3
130,Gary Clark,PF,25,TOT,40,3,12.9,1.3,3.1,.403,0.9,2.6,.352,0.3,0.5,.684,.552,0.2,0.3,.900,0.9,1.8,2.7,0.4,0.2,0.5,0.2,1.1,3.7
131,Gary Clark,PF,25,HOU,18,0,11.8,1.3,3.3,.390,1.0,2.8,.353,0.3,0.4,.625,.542,0.3,0.4,.857,0.6,1.6,2.2,0.7,0.1,0.4,0.1,1.2,3.9
132,Gary Clark,PF,25,ORL,22,3,13.7,1.2,3.0,.415,0.9,2.5,.352,0.4,0.5,.727,.562,0.1,0.1,1.000,1.1,1.9,3.0,0.2,0.2,0.5,0.3,1.0,3.5
133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Brandon Clarke,PF,23,MEM,56,4,22.2,5.1,8.1,.625,0.4,1.1,.377,4.7,7.1,.663,.650,1.5,1.9,.774,1.6,4.3,5.9,1.4,0.6,0.8,0.9,1.7,12.1
135,Jordan Clarkson,SG,27,TOT,69,0,24.3,5.6,12.3,.454,2.1,5.8,.363,3.5,6.5,.535,.539,2.0,2.4,.835,0.7,1.9,2.6,2.0,0.7,0.2,1.4,1.5,15.2
136,Jordan Clarkson,SG,27,CLE,29,0,23.0,5.0,11.2,.442,2.0,5.5,.371,2.9,5.8,.509,.532,2.6,3.0,.884,0.7,1.7,2.4,2.4,0.6,0.3,1.3,1.1,14.6
137,Jordan Clarkson,SG,27,UTA,40,0,25.3,6.0,13.0,.462,2.1,6.0,.357,3.9,7.1,.550,.543,1.5,2.0,.782,0.7,2.1,2.8,1.6,0.7,0.2,1.4,1.8,15.7
138,Nicolas Claxton,PF,20,BRK,15,0,12.5,1.8,3.2,.563,0.1,0.5,.143,1.7,2.7,.634,.573,0.7,1.4,.524,1.3,1.7,2.9,1.1,0.1,0.5,0.6,0.9,4.4
139,Chris Clemons,SG,22,HOU,30,0,8.4,1.7,4.2,.405,1.1,3.1,.351,0.6,1.1,.563,.536,0.2,0.2,.857,0.1,0.7,0.8,0.7,0.2,0.2,0.6,0.7,4.7
140,Antonius Cleveland,SG,25,DAL,9,0,3.2,0.2,0.9,.250,0.0,0.2,.000,0.2,0.7,.333,.250,0.3,0.4,.750,0.0,0.3,0.3,0.0,0.1,0.1,0.1,0.4,0.8
141,Amir Coffey,SG,22,LAC,16,0,6.7,0.9,2.3,.417,0.2,0.6,.300,0.8,1.6,.462,.458,0.1,0.2,.333,0.3,0.6,0.9,0.6,0.1,0.1,0.4,0.9,2.1
142,John Collins,PF,22,ATL,41,41,33.2,8.6,14.8,.583,1.4,3.6,.401,7.2,11.2,.642,.632,2.9,3.7,.800,2.8,7.3,10.1,1.5,0.8,1.6,1.8,3.4,21.6
143,Zach Collins,PF,22,POR,9,9,28.1,2.9,6.0,.481,0.7,1.8,.375,2.2,4.2,.526,.537,0.7,0.9,.750,2.1,4.0,6.1,1.8,0.6,0.6,1.3,3.6,7.1
144,Mike Conley,PG,32,UTA,46,40,29.3,5.0,12.2,.409,2.0,5.5,.369,3.0,6.7,.442,.492,2.5,3.0,.827,0.7,2.6,3.2,4.5,0.8,0.1,2.0,2.3,14.5
145,Pat Connaughton,SG,27,MIL,64,1,18.5,2.0,4.4,.457,0.8,2.4,.331,1.2,2.0,.609,.548,0.4,0.6,.750,0.9,3.3,4.2,1.6,0.3,0.5,0.8,1.0,5.3
146,Quinn Cook,PG,26,LAL,43,1,11.1,2.0,4.7,.429,0.7,1.9,.375,1.3,2.9,.463,.502,0.2,0.3,.727,0.2,0.9,1.1,1.0,0.3,0.0,0.7,0.6,4.9
147,Tyler Cook,PF,22,TOT,12,0,3.2,0.6,0.8,.700,0.0,0.0,,0.6,0.8,.700,.700,0.4,0.5,.833,0.3,0.5,0.8,0.1,0.1,0.0,0.1,0.3,1.6
148,Tyler Cook,PF,22,CLE,11,0,3.2,0.6,0.9,.700,0.0,0.0,,0.6,0.9,.700,.700,0.5,0.5,.833,0.4,0.5,0.9,0.1,0.1,0.0,0.1,0.4,1.7
149,Tyler Cook,PF,22,DEN,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,Robert Covington,PF,29,TOT,67,65,30.6,4.5,10.5,.426,2.3,6.9,.340,2.1,3.6,.592,.538,1.4,1.7,.795,0.9,5.7,6.6,1.2,1.6,1.3,1.4,3.2,12.7
151,Robert Covington,PF,29,MIN,48,47,29.4,4.5,10.3,.435,2.3,6.5,.346,2.3,3.8,.587,.544,1.6,2.0,.798,0.8,5.2,6.0,1.2,1.7,0.9,1.5,3.1,12.8
152,Robert Covington,PF,29,HOU,19,18,33.5,4.4,10.8,.403,2.6,7.9,.327,1.8,2.9,.607,.522,0.9,1.2,.783,1.3,6.8,8.2,1.4,1.5,2.2,1.3,3.4,12.3
153,Allen Crabbe,SG,27,TOT,37,1,17.6,1.7,4.8,.356,1.0,3.2,.303,0.7,1.6,.466,.458,0.3,0.4,.714,0.3,1.8,2.1,0.9,0.4,0.1,0.5,1.3,4.6
154,Allen Crabbe,SG,27,ATL,28,1,18.6,1.9,5.1,.364,1.1,3.3,.323,0.8,1.8,.440,.469,0.3,0.4,.750,0.4,2.0,2.3,1.0,0.5,0.1,0.4,1.3,5.1
155,Allen Crabbe,SG,27,MIN,9,0,14.6,1.2,3.8,.324,0.7,2.9,.231,0.6,0.9,.625,.412,0.1,0.2,.500,0.1,1.2,1.3,0.6,0.0,0.0,0.6,1.2,3.2
156,Torrey Craig,SF,29,DEN,55,24,18.4,2.1,4.5,.470,0.8,2.3,.328,1.3,2.2,.622,.555,0.4,0.6,.629,1.1,2.1,3.2,0.8,0.4,0.7,0.4,2.4,5.4
157,Jamal Crawford,SG,39,BRK,1,0,6.0,2.0,4.0,.500,1.0,2.0,.500,1.0,2.0,.500,.625,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,5.0
158,Jae Crowder,SF,29,TOT,63,51,29.2,3.5,8.7,.399,2.1,6.1,.339,1.4,2.7,.539,.517,1.5,2.0,.776,0.8,5.2,6.0,2.5,1.1,0.4,1.0,2.3,10.6
159,Jae Crowder,SF,29,MEM,45,45,29.4,3.3,8.9,.368,1.7,5.9,.293,1.5,3.0,.519,.466,1.7,2.1,.789,0.9,5.3,6.2,2.8,1.0,0.3,1.2,1.9,9.9
160,Jae Crowder,SF,29,MIA,18,6,28.7,4.1,8.4,.480,2.9,6.6,.441,1.2,1.9,.618,.651,1.2,1.7,.733,0.6,4.9,5.5,1.8,1.3,0.5,0.7,3.2,12.2
161,Jarrett Culver,SG,20,MIN,63,35,23.9,3.7,9.0,.404,1.0,3.5,.299,2.6,5.5,.471,.462,0.9,1.9,.462,1.1,2.3,3.4,1.7,0.9,0.6,1.3,2.0,9.2
162,Seth Curry,SG,29,DAL,62,23,24.6,4.4,8.9,.493,2.2,5.0,.446,2.2,3.9,.554,.618,1.3,1.5,.821,0.4,1.9,2.3,2.0,0.6,0.1,1.0,1.8,12.3
163,Stephen Curry,PG,31,GSW,5,5,27.8,6.6,16.4,.402,2.4,9.8,.245,4.2,6.6,.636,.476,5.2,5.2,1.000,0.8,4.4,5.2,6.6,1.0,0.4,3.2,2.2,20.8
164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Troy Daniels,SG,28,TOT,45,0,11.1,1.5,3.8,.387,1.0,2.7,.352,0.5,1.1,.471,.512,0.2,0.4,.625,0.3,0.8,1.1,0.3,0.2,0.1,0.2,0.8,4.2
166,Troy Daniels,SG,28,LAL,41,0,11.1,1.5,3.9,.392,1.0,2.7,.357,0.5,1.1,.478,.519,0.2,0.4,.625,0.3,0.8,1.1,0.3,0.2,0.1,0.2,0.7,4.2
167,Troy Daniels,SG,28,DEN,4,0,11.3,1.3,3.8,.333,0.8,2.5,.300,0.5,1.3,.400,.433,0.0,0.0,,0.0,0.8,0.8,0.3,0.5,0.0,0.0,1.0,3.3
168,Anthony Davis,PF,26,LAL,61,61,34.3,8.9,17.7,.501,1.2,3.6,.332,7.7,14.2,.544,.535,7.1,8.4,.848,2.3,7.1,9.4,3.2,1.4,2.3,2.5,2.5,26.1
169,Ed Davis,C,30,UTA,26,1,10.8,0.5,1.4,.389,0.0,0.0,,0.5,1.4,.389,.389,0.2,0.4,.455,1.1,2.6,3.7,0.4,0.4,0.3,0.5,2.2,1.3
170,Terence Davis,SG,22,TOR,69,2,16.6,2.7,5.9,.462,1.3,3.3,.396,1.4,2.6,.548,.574,0.7,0.8,.855,0.7,2.6,3.3,1.6,0.5,0.2,1.0,1.6,7.4
171,Dewayne Dedmon,C,30,TOT,44,18,17.6,2.3,5.8,.400,0.5,2.4,.206,1.8,3.4,.541,.443,0.7,0.8,.833,1.4,4.3,5.7,0.5,0.6,0.9,1.3,3.0,5.8
172,Dewayne Dedmon,C,30,SAC,34,10,15.9,2.0,5.0,.404,0.4,2.1,.197,1.6,2.9,.550,.444,0.7,0.8,.821,1.4,3.6,4.9,0.4,0.4,0.8,1.4,2.7,5.1
173,Dewayne Dedmon,C,30,ATL,10,8,23.3,3.3,8.4,.393,0.8,3.6,.222,2.5,4.8,.521,.440,0.7,0.8,.875,1.4,6.8,8.2,0.7,1.0,1.5,1.0,4.0,8.1
174,Matthew Dellavedova,PG,29,CLE,57,4,14.4,1.1,3.1,.354,0.4,1.6,.231,0.7,1.5,.488,.414,0.6,0.6,.865,0.3,1.0,1.3,3.2,0.4,0.0,1.0,1.4,3.1
175,DeMar DeRozan,SF,30,SAS,67,67,34.1,8.2,15.5,.529,0.1,0.5,.257,8.0,14.9,.538,.533,5.6,6.6,.845,0.7,4.9,5.5,5.6,1.0,0.3,2.4,2.7,22.1
176,Cheick Diallo,C,23,PHO,45,2,10.4,2.0,3.0,.650,0.0,0.0,.500,2.0,3.0,.652,.653,0.7,0.8,.865,0.6,2.2,2.8,0.5,0.2,0.3,0.7,1.2,4.7
177,Hamidou Diallo,SF,21,OKC,43,3,18.8,2.7,5.9,.452,0.3,1.0,.250,2.4,4.8,.495,.474,0.7,1.2,.615,0.9,2.7,3.6,0.8,0.8,0.2,1.0,2.1,6.3
178,Gorgui Dieng,C,30,TOT,61,17,17.3,2.7,5.8,.462,0.9,2.4,.358,1.8,3.4,.536,.537,1.1,1.4,.750,1.5,4.2,5.7,1.2,0.8,1.0,1.0,2.0,7.3
179,Gorgui Dieng,C,30,MIN,46,17,16.9,2.7,6.0,.448,1.0,2.6,.383,1.7,3.4,.497,.531,1.0,1.3,.797,1.6,4.0,5.6,1.3,0.8,0.9,1.0,1.9,7.4
180,Gorgui Dieng,C,30,MEM,15,0,18.7,2.7,5.2,.513,0.5,1.9,.250,2.2,3.3,.660,.558,1.3,1.9,.655,1.1,4.9,5.9,0.9,0.7,1.1,1.0,2.0,7.1
181,Spencer Dinwiddie,SG,26,BRK,64,49,31.2,6.6,16.0,.415,1.9,6.3,.308,4.7,9.7,.485,.476,5.4,7.0,.778,0.5,3.0,3.5,6.8,0.6,0.3,2.7,2.8,20.6
182,Donte DiVincenzo,SG,23,MIL,64,24,23.0,3.5,7.6,.457,1.3,3.7,.335,2.2,3.9,.574,.539,1.0,1.3,.744,1.0,3.8,4.8,2.3,1.3,0.3,1.3,1.7,9.2
183,Luka Dončić,PG,20,DAL,59,59,33.9,9.6,20.8,.463,2.8,9.0,.316,6.8,11.8,.575,.531,7.0,9.3,.755,1.3,8.2,9.5,8.9,1.0,0.2,4.3,2.5,29.1
184,Luguentz Dort,SG,20,OKC,34,26,23.3,2.5,6.1,.402,0.9,2.8,.302,1.6,3.3,.487,.471,1.1,1.4,.771,0.6,1.6,2.2,0.8,0.9,0.1,0.6,2.7,6.9
185,Damyean Dotson,SG,25,NYK,48,0,17.4,2.5,6.0,.414,1.2,3.4,.362,1.3,2.6,.480,.516,0.5,0.7,.667,0.2,1.7,1.9,1.2,0.5,0.1,0.4,0.9,6.7
186,Sekou Doumbouya,SF,19,DET,38,19,19.8,2.4,6.2,.390,0.7,2.6,.286,1.7,3.6,.464,.449,0.8,1.2,.674,0.5,2.6,3.1,0.5,0.5,0.2,0.9,2.1,6.4
187,PJ Dozier,PG,23,DEN,26,0,12.8,2.0,5.0,.389,0.4,1.5,.250,1.6,3.5,.451,.427,0.5,0.7,.632,0.3,1.3,1.7,1.8,0.4,0.2,0.9,1.6,4.8
188,Goran Dragić,PG,33,MIA,57,1,28.3,5.4,12.2,.441,2.1,5.8,.372,3.2,6.5,.503,.529,3.3,4.3,.782,0.5,2.6,3.1,5.0,0.6,0.2,2.5,2.0,16.2
189,Andre Drummond,C,26,TOT,57,56,33.0,7.3,13.8,.533,0.1,0.6,.143,7.2,13.1,.551,.536,3.0,5.2,.575,4.4,10.8,15.2,2.7,1.9,1.6,3.6,3.5,17.7
190,Andre Drummond,C,26,DET,49,48,33.8,7.3,13.9,.530,0.0,0.4,.048,7.3,13.4,.546,.531,3.0,5.2,.584,4.6,11.2,15.8,2.8,2.0,1.7,3.6,3.6,17.8
191,Andre Drummond,C,26,CLE,8,8,28.1,7.3,13.1,.552,0.5,1.8,.286,6.8,11.4,.593,.571,2.5,4.9,.513,3.0,8.1,11.1,1.8,1.5,1.4,3.6,3.1,17.5
192,Jared Dudley,SF,34,LAL,44,1,7.8,0.5,1.3,.386,0.4,0.9,.410,0.1,0.4,.333,.526,0.0,0.0,1.000,0.1,1.0,1.1,0.5,0.3,0.1,0.2,0.9,1.4
193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Kris Dunn,PG,25,CHI,51,32,24.9,3.0,6.7,.444,0.6,2.2,.259,2.4,4.5,.535,.487,0.8,1.1,.741,0.5,3.2,3.6,3.4,2.0,0.3,1.3,3.1,7.3
195,Carsen Edwards,SG,21,BOS,36,0,9.1,1.1,3.3,.333,0.6,2.0,.324,0.4,1.3,.348,.432,0.3,0.4,.750,0.2,1.0,1.2,0.7,0.3,0.1,0.4,0.9,3.1
196,Henry Ellenson,PF,23,BRK,5,0,3.0,0.2,1.4,.143,0.0,0.8,.000,0.2,0.6,.333,.143,0.0,0.0,,0.4,0.8,1.2,0.2,0.0,0.0,0.0,0.2,0.4
197,Wayne Ellington,SG,32,NYK,36,1,15.5,1.7,4.8,.351,1.4,4.0,.350,0.3,0.9,.355,.494,0.3,0.4,.846,0.1,1.7,1.8,1.2,0.4,0.1,0.5,1.1,5.1
198,Joel Embiid,C,25,PHI,49,49,30.0,7.7,16.0,.478,1.2,3.5,.331,6.5,12.5,.519,.514,7.1,8.7,.808,2.8,9.0,11.8,3.1,0.9,1.3,3.0,3.4,23.5
199,James Ennis,SF,29,TOT,67,16,18.1,2.3,5.1,.439,0.8,2.4,.313,1.5,2.7,.552,.513,1.1,1.3,.811,1.0,2.5,3.5,0.9,0.5,0.3,0.8,1.9,6.4
200,James Ennis,SF,29,PHI,49,0,15.8,2.0,4.6,.442,0.8,2.2,.349,1.3,2.4,.525,.524,1.0,1.2,.787,1.0,2.1,3.1,0.8,0.5,0.3,0.6,1.7,5.8
201,James Ennis,SF,29,ORL,18,16,24.2,2.8,6.6,.432,0.8,3.2,.246,2.1,3.4,.607,.492,1.4,1.6,.862,1.2,3.6,4.8,1.2,0.5,0.4,1.2,2.4,7.8
202,Drew Eubanks,PF,22,SAS,20,3,11.5,2.1,2.9,.719,0.1,0.1,1.000,2.0,2.8,.714,.728,0.6,0.8,.750,1.2,2.4,3.6,0.6,0.3,0.6,0.9,1.8,4.8
203,Jacob Evans,SG,22,TOT,29,1,14.4,1.6,4.6,.336,0.4,1.3,.333,1.1,3.3,.337,.384,0.9,1.0,.862,0.3,1.1,1.4,1.1,0.4,0.4,0.9,1.4,4.4
204,Jacob Evans,SG,22,GSW,27,1,15.3,1.7,4.9,.338,0.5,1.4,.342,1.2,3.5,.337,.387,0.9,1.1,.862,0.3,1.2,1.5,1.1,0.4,0.4,0.9,1.5,4.7
205,Jacob Evans,SG,22,MIN,2,0,2.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,Dante Exum,SG,24,TOT,35,1,13.9,1.6,3.4,.471,0.4,1.2,.349,1.2,2.2,.539,.534,0.9,1.2,.744,0.3,1.6,1.9,1.1,0.4,0.2,0.9,1.1,4.5
207,Dante Exum,SG,24,UTA,11,0,7.5,0.9,2.1,.435,0.2,0.5,.333,0.7,1.5,.471,.478,0.2,0.2,1.000,0.3,0.8,1.1,0.6,0.1,0.2,0.9,0.7,2.2
208,Dante Exum,SG,24,CLE,24,1,16.8,1.9,4.0,.479,0.5,1.5,.351,1.4,2.5,.559,.547,1.3,1.7,.732,0.4,1.9,2.3,1.4,0.5,0.3,0.9,1.3,5.6
209,Tacko Fall,C,24,BOS,6,0,4.0,1.5,2.0,.750,0.0,0.0,,1.5,2.0,.750,.750,0.2,0.5,.333,0.0,1.8,1.8,0.0,0.0,0.3,0.5,0.8,3.2
210,Derrick Favors,C,28,NOP,51,49,24.4,4.1,6.6,.617,0.0,0.1,.143,4.1,6.5,.627,.618,0.8,1.4,.563,3.2,6.6,9.8,1.6,0.6,0.9,1.1,2.1,9.0
211,Cristiano Felício,PF,27,CHI,22,0,17.5,1.5,2.5,.630,0.0,0.1,.000,1.5,2.4,.654,.630,0.8,1.0,.783,2.5,2.1,4.6,0.7,0.5,0.1,0.8,1.5,3.9
212,Terrance Ferguson,SF,21,OKC,53,37,22.6,1.4,3.9,.365,0.9,3.0,.298,0.5,0.9,.596,.481,0.3,0.4,.789,0.4,0.9,1.4,0.8,0.5,0.3,0.6,2.8,4.1
213,Bruno Fernando,C,21,ATL,56,13,12.7,1.8,3.6,.518,0.1,0.7,.135,1.8,2.9,.605,.530,0.5,0.9,.569,1.2,2.3,3.5,0.9,0.3,0.3,0.8,1.9,4.3
214,Yogi Ferrell,PG,26,SAC,48,0,10.4,1.5,3.7,.409,0.5,1.5,.297,1.0,2.1,.490,.472,0.7,0.8,.875,0.1,0.9,1.0,1.4,0.3,0.1,0.5,0.7,4.2
215,Dorian Finney-Smith,PF,26,DAL,69,66,30.1,3.4,7.4,.462,1.6,4.3,.374,1.8,3.1,.583,.570,1.1,1.6,.722,2.1,3.7,5.8,1.6,0.7,0.6,1.0,2.5,9.6
216,Bryn Forbes,SG,26,SAS,63,62,25.1,3.8,9.2,.417,2.3,6.0,.388,1.5,3.2,.470,.544,1.2,1.4,.833,0.2,1.8,2.0,1.7,0.5,0.0,0.9,1.8,11.2
217,Evan Fournier,SG,27,ORL,66,66,31.5,6.6,14.1,.467,2.6,6.6,.399,4.0,7.5,.527,.560,2.7,3.3,.818,0.3,2.3,2.6,3.2,1.1,0.2,1.9,2.4,18.5
218,De'Aaron Fox,PG,22,SAC,51,49,32.0,7.7,16.0,.480,1.1,3.6,.292,6.6,12.4,.535,.513,4.7,6.7,.705,0.7,3.2,3.8,6.8,1.5,0.5,3.1,2.8,21.1
219,Melvin Frazier,SG,23,ORL,17,0,4.4,0.5,1.3,.409,0.4,0.6,.545,0.2,0.6,.273,.545,0.1,0.2,.500,0.1,0.3,0.4,0.1,0.4,0.1,0.2,0.6,1.5
220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Michael Frazier,SG,25,HOU,10,0,9.6,0.5,1.7,.294,0.3,1.3,.231,0.2,0.4,.500,.382,0.6,1.0,.600,0.1,0.4,0.5,0.2,0.2,0.0,0.2,2.0,1.9
222,Tim Frazier,PG,29,DET,27,11,13.1,1.3,3.5,.362,0.4,1.1,.333,0.9,2.4,.375,.415,0.7,0.9,.792,0.3,0.9,1.2,3.4,0.5,0.1,1.3,1.6,3.6
223,Markelle Fultz,PG,21,ORL,70,59,27.8,5.0,10.6,.468,0.5,1.9,.269,4.5,8.7,.510,.491,1.6,2.2,.727,0.5,2.8,3.3,5.2,1.2,0.2,2.1,2.0,12.0
224,Wenyen Gabriel,PF,22,TOT,30,1,7.8,0.7,1.6,.438,0.2,0.7,.300,0.5,0.9,.536,.500,0.5,0.7,.682,0.7,1.0,1.7,0.3,0.4,0.2,0.5,1.3,2.1
225,Wenyen Gabriel,PF,22,SAC,11,0,5.5,0.5,1.5,.353,0.1,0.7,.125,0.5,0.8,.556,.382,0.5,0.9,.600,0.4,0.5,0.9,0.3,0.3,0.2,0.5,0.6,1.7
226,Wenyen Gabriel,PF,22,POR,19,1,9.2,0.8,1.6,.484,0.3,0.6,.417,0.5,1.0,.526,.565,0.5,0.6,.750,0.9,1.3,2.2,0.3,0.4,0.3,0.6,1.7,2.3
227,Daniel Gafford,C,21,CHI,43,7,14.2,2.2,3.1,.701,0.0,0.0,,2.2,3.1,.701,.701,0.7,1.4,.533,1.2,1.3,2.5,0.5,0.3,1.3,0.7,2.3,5.1
228,Danilo Gallinari,PF,31,OKC,60,60,30.1,5.9,13.4,.443,3.0,7.2,.412,3.0,6.2,.478,.553,4.2,4.8,.888,0.6,4.8,5.3,2.0,0.7,0.1,1.3,1.2,19.1
229,Langston Galloway,SG,28,DET,66,6,25.8,3.6,8.2,.435,2.0,5.0,.399,1.6,3.2,.493,.557,1.1,1.3,.859,0.5,1.8,2.3,1.5,0.7,0.2,0.6,1.5,10.3
230,Darius Garland,PG,20,CLE,59,59,30.9,4.7,11.8,.401,1.8,5.0,.355,3.0,6.8,.434,.476,1.1,1.2,.875,0.5,1.4,1.9,3.9,0.7,0.1,2.6,1.6,12.3
231,Marc Gasol,C,35,TOR,41,40,27.0,2.8,6.4,.433,1.3,3.4,.396,1.4,3.0,.476,.538,0.9,1.2,.729,0.8,5.6,6.4,3.2,0.8,0.9,1.3,2.9,7.8
232,Rudy Gay,PF,33,SAS,66,5,21.8,4.0,8.9,.446,1.1,3.2,.332,2.9,5.6,.512,.507,1.8,2.1,.882,0.9,4.5,5.4,1.7,0.5,0.5,1.3,1.5,10.8
233,Paul George,SF,29,LAC,47,47,29.4,7.1,16.2,.438,3.3,7.9,.411,3.9,8.3,.464,.539,3.9,4.5,.881,0.5,5.2,5.7,3.9,1.4,0.4,2.6,2.4,21.4
234,Taj Gibson,C,34,NYK,62,56,16.5,2.7,4.6,.584,0.1,0.2,.286,2.6,4.4,.599,.591,0.7,0.9,.732,1.8,2.5,4.3,0.8,0.4,0.5,0.8,2.0,6.1
235,Harry Giles,PF,21,SAC,44,17,14.5,3.0,5.3,.567,0.0,0.0,.000,3.0,5.2,.570,.567,0.9,1.1,.776,0.9,3.1,4.0,1.3,0.5,0.4,0.9,2.6,6.8
236,Shai Gilgeous-Alexander,SG,21,OKC,68,68,35.1,6.9,14.6,.468,1.3,3.6,.344,5.6,11.0,.509,.511,4.2,5.2,.804,0.7,5.3,6.0,3.4,1.1,0.7,1.9,1.7,19.1
237,Rudy Gobert,C,27,UTA,67,67,34.6,5.7,8.2,.694,0.0,0.0,,5.7,8.2,.694,.694,3.7,6.0,.629,3.4,10.2,13.6,1.5,0.8,2.0,1.9,3.2,15.2
238,Brandon Goodwin,PG,24,ATL,34,1,12.6,2.2,5.6,.400,0.8,2.6,.299,1.5,3.0,.485,.468,0.8,0.9,.933,0.3,1.8,2.1,1.5,0.4,0.1,0.9,1.3,6.1
239,Aaron Gordon,PF,24,ORL,62,62,32.5,5.4,12.4,.437,1.2,3.8,.308,4.2,8.5,.494,.484,2.4,3.6,.674,1.7,5.9,7.7,3.7,0.8,0.6,1.6,2.0,14.4
240,Eric Gordon,SG,31,HOU,34,13,28.6,4.8,12.9,.370,2.7,8.5,.319,2.1,4.4,.467,.475,2.3,3.0,.757,0.2,1.7,1.9,1.5,0.6,0.4,1.1,2.0,14.5
241,Devonte' Graham,PG,24,CHO,63,53,35.1,5.8,15.3,.382,3.5,9.3,.373,2.4,6.0,.397,.495,3.0,3.7,.820,0.7,2.7,3.4,7.5,1.0,0.2,2.9,1.8,18.2
242,Treveon Graham,SG,26,TOT,55,20,16.9,1.6,4.4,.360,0.6,2.2,.275,1.0,2.2,.443,.428,0.7,1.0,.643,0.9,1.8,2.7,0.8,0.4,0.1,0.5,1.9,4.4
243,Treveon Graham,SG,26,MIN,33,20,20.1,1.9,5.3,.354,0.6,2.5,.241,1.3,2.8,.457,.411,0.8,1.1,.730,0.9,2.2,3.0,0.9,0.5,0.1,0.6,2.0,5.2
244,Treveon Graham,SG,26,ATL,22,0,12.1,1.1,3.0,.373,0.6,1.7,.351,0.5,1.4,.400,.470,0.4,0.9,.474,1.0,1.3,2.3,0.7,0.3,0.2,0.5,1.6,3.3
245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Jerami Grant,PF,25,DEN,69,23,26.7,4.2,8.9,.477,1.4,3.5,.388,2.9,5.4,.535,.554,2.1,2.8,.750,0.8,2.7,3.5,1.2,0.7,0.8,0.9,2.2,11.9
247,Jerian Grant,PG,27,WAS,4,0,14.8,2.3,4.5,.500,0.5,1.8,.286,1.8,2.8,.636,.556,0.3,0.8,.333,0.3,0.3,0.5,1.8,0.3,0.3,0.8,2.5,5.3
248,Josh Gray,PG,26,NOP,2,0,11.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,0.5,0.5,1.0,1.0,0.0,0.0,2.5,0.5,1.0
249,Danny Green,SG,32,LAL,66,66,24.9,2.9,7.0,.417,1.8,4.8,.367,1.1,2.1,.532,.545,0.5,0.7,.688,0.7,2.6,3.3,1.3,1.3,0.5,1.0,2.0,8.1
250,Draymond Green,PF,29,GSW,43,43,28.4,2.9,7.3,.389,0.8,3.0,.279,2.0,4.3,.465,.446,1.5,1.9,.759,0.5,5.7,6.2,6.2,1.4,0.8,2.3,2.6,8.0
251,JaMychal Green,PF,29,LAC,61,0,20.6,2.4,5.6,.428,1.4,3.8,.381,0.9,1.8,.528,.558,0.6,0.8,.750,1.3,4.9,6.2,0.8,0.4,0.4,0.8,2.7,6.8
252,Javonte Green,SF,26,BOS,46,1,9.4,1.2,2.3,.509,0.1,0.5,.250,1.1,1.8,.583,.537,0.5,0.8,.632,0.5,1.5,1.9,0.6,0.5,0.2,0.4,0.8,3.0
253,Jeff Green,PF,33,TOT,45,2,19.4,3.1,7.0,.447,1.4,3.8,.353,1.8,3.1,.564,.545,1.4,1.8,.780,0.5,2.3,2.8,1.0,0.6,0.4,0.9,1.8,9.0
254,Jeff Green,PF,33,UTA,30,2,18.4,2.5,6.5,.385,1.1,3.5,.327,1.4,3.0,.451,.472,1.6,2.1,.778,0.5,2.2,2.7,0.7,0.4,0.3,0.9,1.5,7.8
255,Jeff Green,PF,33,HOU,15,0,21.3,4.3,7.9,.551,1.8,4.6,.391,2.5,3.3,.776,.665,1.0,1.3,.789,0.6,2.4,3.0,1.5,0.9,0.5,0.9,2.3,11.5
256,Blake Griffin,PF,30,DET,18,18,28.4,4.9,13.9,.352,1.5,6.2,.243,3.4,7.7,.439,.406,4.2,5.4,.776,0.9,3.7,4.7,3.3,0.4,0.4,2.2,1.5,15.5
257,Marko Guduric,SG,24,MEM,43,0,11.2,1.4,3.6,.397,0.6,1.9,.305,0.9,1.7,.500,.478,0.6,0.6,.923,0.3,1.4,1.7,1.0,0.3,0.2,0.8,0.8,4.0
